quote,author,predicted_tags
"A flatterer is a friend who is your inferior, or pretends to be so.",Aristotle,"('friends', 'friendship', 'love')"
That which is excellent endures.,Aristotle,"('faith', 'strength', 'you')"
"The aim of art is to represent not the outward appearance of things, but their inward significance.",Aristotle,"('art', 'quotes', 'writing')"
A man's happiness consists in the free exercise of his highest faculties.,Aristotle,"('happiness', 'life', 'man')"
For what is the best choice for each individual is the highest it is possible for him to achieve.,Aristotle,"('leadership', 'life', 'success')"
Good has two meanings: it means that which is good absolutely and that which is good for somebody.,Aristotle,"('good', 'knowledge', 'man')"
"Excellence is an art won by training and habituation. We do not act rightly because we have virtue or excellence, but we rather have those because we have acted rightly. We are what we repeatedly do. Excellence, then, is not an act but a habit.",Aristotle,"('art', 'good', 'success')"
Law is mind without reason.,Aristotle,"('me', 'mind', 'politics')"
Those who act receive the prizes.,Aristotle,"('inspirationalquotes', 'people', 'time')"
"Suppose, then, that all men were sick or deranged, save one or two of them who were healthy and of right mind. It would then be the latter two who would be thought to be sick and deranged and the former not!",Aristotle,"('death', 'men', 'politics')"
That which is impossible and probable is better than that which is possible and improbable.,Aristotle,"('death', 'success', 'you')"
A man becomes a friend whenever being loved he loves in return.,Aristotle,"('friendship', 'happiness', 'love')"
We are what we continually do.,Aristotle,"('humanity', 'success', 'time')"
"Character is that which reveals moral purpose, exposing the class of things a man chooses and avoids.",Aristotle,"('good', 'humor', 'man')"
"Education and morals make the good man, the good statesman, the good ruler.",Aristotle,"('education', 'good', 'man')"
The young are heated by Nature as drunken men by wine.,Aristotle,"('passion', 'war', 'wisdom')"
Happiness is a certain activity of soul in conformity with perfect goodness,Aristotle,"('happiness', 'joy', 'soul')"
"Revolutions are effected in two ways, by force and by fraud.",Aristotle,"('money', 'politics', 'time')"
What soon grows old? Gratitude.,Aristotle,"('debasishmridhamd', 'inspirational', 'quotes')"
Education and morals will be found almost the whole that goes to make a good man.,Aristotle,"('education', 'good', 'man')"
"Experience has shown that it is difficult, if not impossible, for a populous state to be run by good laws.",Aristotle,"('good', 'politics', 'you')"
Wonder implies the desire to learn.,Aristotle,"('inspirational', 'learning', 'philosophy')"
Bad men are full of repentance.,Aristotle,"('good', 'man', 'men')"
"Every man should be responsible to others, nor should anyone be allowed to do just as he pleases; for where absolute freedom is allowed there is nothing to restrain the evil which is inherent in every man. But the principle of responsibility secures that which is the greatest good in states; the right persons rule and are prevented from doing wrong, and the people have their due. It is evident that this is the best kind of democracy, and why? because the people are drawn from a certain class.",Aristotle,"('politics', 'power', 'society')"
It was through the feeling of wonder that men now and at first began to philosophize.,Aristotle,"('man', 'men', 'women')"
"When you ask a dumb question, you get a smart answer.",Aristotle,"('humor', 'inspirational', 'wisdom')"
It is not once nor twice but times without number that the same ideas make their appearance in the world.,Aristotle,"('philosophy', 'spiritual', 'women')"
The angry man wishes the object of his anger to suffer in return; hatred wishes its object not to exist.,Aristotle,"('happiness', 'inspirational', 'philosophy')"
"The duty of rhetoric is to deal with such matters as we deliberate upon without arts or systems to guide us, in the hearing of persons who cannot take in at a glance a complicated argument or follow a long chain of reasoning.",Aristotle,"('society', 'think', 'you')"
"Men are divided between those who are as thrifty as if they would live forever, and those who are as extravagant as if they were going to die the next day.",Aristotle,"('death', 'great', 'men')"
"There are branches of learning and education which we must study merely with a view to leisure spent in intellectual activity, and these are to be valued for their own sake; whereas those kinds of knowledge which are useful in business are to be deemed necessary, and exist for the sake of other things.",Aristotle,"('learning', 'life', 'purpose')"
The soul becomes prudent by sitting and being quiet.,Aristotle,"('happiness', 'poetry', 'soul')"
"Bashfulness is an ornament to youth, but a reproach to old age.",Aristotle,"('children', 'humor', 'prayer')"
Nothing is what rocks dream about,Aristotle,"('dreams', 'inspirational', 'music')"
"The aim of education is to make the pupil like and dislike what he ought....The little human animal will not at first have the right responses. It must be trained to feel pleasure, liking, disgust, and hatred at those things which really are pleasant, likable, disgusting, and hateful.",Aristotle,"('education', 'knowledge', 'learning')"
The least initial deviation from the truth is multiplied later a thousandfold.,Aristotle,"('science', 'truth', 'writing')"
"There are two distinctive peculiarities by reference to which we characterize the soul (1) local movement and (2) thinking, discriminating, and perceiving. Thinking both speculative and practical is regarded as akin to a form of perceiving; for in the one as well as the other the soul discriminates and is cognizant of something which is.",Aristotle,"('prayer', 'soul', 'work')"
The antidote for fifty enemies is one friend.,Aristotle,"('friends', 'friendship', 'life')"
Happiness is the utilization of one's talents along lines of excellence.,Aristotle,"('happiness', 'inspirational', 'success')"
It is Homer who has chiefly taught other poets the art of telling lies skillfully.,Aristotle,"('learning', 'poetry', 'writing')"
In educating the young we steer them by the rudders of pleasure and pain,Aristotle,"('children', 'education', 'pain')"
PLOT is CHARACTER revealed by ACTION.,Aristotle,"('fantasy', 'philosophy', 'quotes')"
"Humor is the only test of gravity, and gravity of humor; for a subject which will not bear raillery is suspicious, and a jest which will not bear serious examination is false wit.",Aristotle,"('freedom', 'funny', 'humor')"
"For we do not think that we know a thing until we are acquainted with its primary conditions or first principles, and have carried our analysis as far as its simplest elements.",Aristotle,"('knowledge', 'science', 'wisdom')"
"Virtue makes us aim at the right end, and practical wisdom makes us take the right means.",Aristotle,"('philosophy', 'success', 'wisdom')"
"To run away from trouble is a form of cowardice and, while it is true that the suicide braves death, he does it not for some noble object but to escape some ill.",Aristotle,"('courage', 'death', 'freedom')"
"Even the best of men in authority are liable to be corrupted by passion. We may conclude then that the law is reason without passion, and it is therefore preferable to any individual.",Aristotle,"('love', 'passion', 'society')"
"Personal beauty requires that one should be tall; little people may have charm and elegance, but beauty-no.",Aristotle,"('beauty', 'reality', 'you')"
"The life of money-making is one undertaken under compulsion, and wealth is evidently not the good we are seeking; for it is merely useful and for the sake of something else.",Aristotle,"('freedom', 'life', 'money')"
"Thinking is different from perceiving and is held to be in part imagination, in part judgment",Aristotle,"('creativity', 'mind', 'money')"
